Ref,Val,Package,PosX,PosY,Rot,Side
"C6","C","C_1206_3216Metric",-133.750000,-88.500000,0.000000,bottom
"C7","C","C_1206_3216Metric",-134.475000,-82.500000,0.000000,bottom
"C24","100n","C_0805_2012Metric",-122.725000,-77.000000,180.000000,bottom
"C25","100n","C_0805_2012Metric",-123.250000,-95.725000,-90.000000,bottom
"C42","100n","C_0805_2012Metric",-116.500000,-84.500000,180.000000,bottom
